CATEGORY_NAME,CONTENT_ID,CONTENT_NAME,DEPTH,EXPIRE_DATE,LAST_UPDATED_DATE,PUBLISH_DATE,STATUS,SUMMARY_TEXT,TEXT,URL
News,547998,"Streetcar Mobile Musicfest rolls on Saturday, Oct. 10",1,,2015-10-08 18:04:08 UTC,2015-10-08 17:32:00 UTC,A,Celebrate art and public transit in Portland!,"<p><img class=""content-left"" src=""/shared/cfm/image.cfm?id=547995"" alt=""Streetcar and Go By Streetcar sign"" width=""250"" height=""159.375"" />(October 8, 2015) &nbsp;Uniquely Portland, the Streetcar Mobile Musicfest celebrates art and transit with local bands playing live music on Portland Streetcar lines. Rock and roll while enjoying up to 15 bands playing live on every line in the system (for the first time this year) from 5:30-8:00 pm on Saturday, October 10.</p>
<p>New Rail~Volutionaries PDX has partnered with PDX Pop Now!, Portland Streetcar Inc. and Women&rsquo;s Transportation Seminar to bring this one-of-a-kind entertainment on public transit. This is the first year the festival will take place on all streetcars. All you need is proof of fare. See the lineup, schedule and check out the bands here: <a href=""http://streetcarmobilemusicfest.org/"">http://streetcarmobilemusicfest.org/</a></p>
<p>[photo: <a href=""https://www.flickr.com/photos/bigberto/2854940401/in/album-72157606637705755/"">Shubert Ciencia</a> /flickr creative commons]</p>",https://www.portlandoregon.gov/transportation/article/547998
News,548111,International Walk+Bike to School Day in Portland (cute pictures alert),1,,2015-10-09 00:49:12 UTC,2015-10-09 01:01:00 UTC,A,Soggy weather could not deter students from rolling and strolling to school,"<p><img class=""content-left"" src=""/shared/cfm/image.cfm?id=548106"" alt=""Parent and kids chat with Commissioner Novick"" width=""250"" height=""166.666666667"" />(October 9, 2015) &nbsp;Portland Safe Routes to School and the Portland school community celebrated International Walk+Bike to School Day on October 7 and it was a rousing success! Over 70 Portland schools registered their participation in the event this year and statewide 250 schools took part. &nbsp;Lent K-8 was chosen to be the media school with over 200 students and staff participating. A big thanks goes out to Lent K-8 Principal Terri Sing and Schools Uniting Neighborhoods (SUN) Coordinator Carmen Flores for helping to organize and host the event.</p>
<p><img class=""content-right"" src=""/shared/cfm/image.cfm?id=548107"" alt=""biking and walking over the bridge to Lent School"" width=""250"" height=""166.666666667"" />A long list of Portland dignitaries were in attendance, including City Commissioner Steve Novick, Portland Bureau of Transportation Director Leah Treat, and Dr. Jeff Stanley from Kaiser Permanente &ndash; all addressed the physical and mental health, safety and fun benefits available to students biking, walking and rolling to school.</p>
<p><br />Other local dignitaries in attendance included Mike Rosen from the Portland Public School Board, Elizabeth Engberg from Kaiser Permanente Thriving Schools, Captain Kelli Sheffer of Portland Police, Steph Noll from the Bicycle Transportation Alliance, Cory Poole of the NW Skate Coalition, and Tom Ralley who is the amazing Lent K-8 volunteer. But the real stars of the day were all the students and staff at all the schools who participated.&nbsp;<img class=""content-left"" src=""/shared/cfm/image.cfm?id=548110"" alt=""Kids at Creative Science school serving hot chocolate"" width=""250"" height=""333.333333333"" /></p>
<p><img class=""content-left"" src=""/shared/cfm/image.cfm?id=548108"" alt=""Boy with a sign, &quot;I Biked to School today!&quot;"" width=""250"" height=""166.666666667"" /><img class=""content-left"" src=""/shared/cfm/image.cfm?id=548112"" alt=""Two kids carry Walk+Bike to School banner"" width=""250"" height=""166.666666667"" /><img class=""content-left"" src=""/shared/cfm/image.cfm?id=548109"" alt=""Priest at Holy Redeemer school blesses bikes"" width=""250"" height=""187.5"" /></p>",https://www.portlandoregon.gov/transportation/article/548111
News,548319,"PBOT highlights White Cane Day, October 15, with crosswalk education and enforcement action",1,,2015-10-12 23:13:43 UTC,2015-10-12 20:47:00 UTC,A,Do you know Oregon's crosswalk law and the special protection afforded white cane users?,"<p><img class=""content-right"" src=""/shared/cfm/image.cfm?id=548321"" alt=""White Cane Safety Day logo"" width=""250"" height=""121.951219512"" />(October 12, 2015) The Portland Bureau of Transportation (PBOT) and Portland Police Traffic Division have scheduled a crosswalk education and enforcement action in October in coordination with <a href=""https://nfb.org/white-cane-safety-day"">White Cane Safety Day</a>. This action will take place on <strong>Thursday, October 15, 11AM &ndash; 12:30PM </strong>at the marked crossing on<strong> SE Belmont and SE 46<sup>th</sup> Ave </strong>in front of the SE Multicultural Service Center. Commissioner Steve Novick will be the designated pedestrian for a portion of the enforcement action.</p>
<p>White Cane Safety Day has been observed nationally each October since 1964. The day is set aside to celebrate the achievements of people who are blind or visually impaired as well as the important symbol of blindness and tool of independence, the white cane.</p>
<p><em>What are crosswalk education and enforcement actions?</em> PBOT conducts crosswalk education and enforcement actions approximately once each month. These actions include one or more designated pedestrians positioned at locations with marked or unmarked crosswalks and significant pedestrian and vehicle traffic. Drivers failing to stop for pedestrians in the crosswalk and pedestrians that jaywalk can receive warnings or citations. The purpose of each crosswalk education and enforcement action is to educate community members about Oregon crosswalk laws and to enforce the law.</p>
<p>Oregon crosswalk law (<a href=""http://www.oregonlaws.org/ors/811.028"">ORS 811.028</a>) states that &ldquo;Motorists are required to stop and stay stopped for pedestrians in a marked or unmarked crosswalk when the pedestrian is in the motorist&rsquo;s lane or the adjacent lane.&rdquo; In addition, motorists are required to stop <strong>curb to curb</strong> for a person who is blind or blind and deaf, who is carrying a white cane or accompanied by a dog guide, and is crossing or about to cross a roadway (<a href=""http://www.oregonlaws.org/ors/811.035"">ORS 811.035</a>). &nbsp;Read the Oregon Department of Transportation brochure&nbsp;<em>What You Need to Know About Oregon Crosswalk Laws</em>&nbsp;by <a href=""/transportation/article/126818"">clicking here</a>.</p>
<p>To see a list of the crosswalk education and enforcement actions that PBOT and the Portland Police have conducted since August 2005 see <a href=""/transportation/article/134382"">Pedestrian Crosswalk Education and Enforcement Actions 2005 &ndash; Present</a>.&nbsp;</p>",https://www.portlandoregon.gov/transportation/article/548319
News,548409,"News Advisory: PBOT, local organizations and community representatives to switch on new traffic signal at North Vancouver and Cook on October 14",1,,2015-10-12 23:30:35 UTC,2015-10-12 23:29:00 UTC,A,,"<p>(Oct. 12, 2015) On Wednesday, October 14, Portland Bureau of Transportation Director Leah Treat will join local businesses and community members to activate the new traffic signal at North Vancouver and Cook and highlight the positive impact of the North Vancouver Avenue and Cook Street Local Improvement District.</p>
<p>&nbsp;</p>
<p><strong>WHO:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Portland Bureau of Transportation Director Leah Treat</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Ben Kaiser, Owner and Principal, Kaiser Group</p>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Owen Gabbert, Owner, Owen Gabbert LLC.</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Amy Shlossman, CEO, American Red Cross Cascades Region</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tom Bickett, Vice President, Legacy Health</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Representatives of Oregon Walks</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Representatives of the Eliot Neighborhood Association</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Representatives of the Boise Neighborhood Association&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>&nbsp;</p>
<p><strong>WHAT:</strong>&nbsp;To celebrate the new signal at North Vancouver and Cook, PBOT officials will gather with local businesses and community members to switch on the traffic signal. Long sought after by the community since the opening of the Fremont Bridge on November 15, 1973, the signal was made possible by the North Vancouver Avenue and Cook Street Local Improvement District (LID). The North Vancouver LID, raised over $1 million to construct this new signal, upgrade 2 other signals and underground utilities. This is investment that will support improved traffic flow and safety for travelers.</p>
<p>&nbsp;</p>
<p><strong>WHEN:</strong>&nbsp;&nbsp;<strong>9:00 am</strong></p>
<p>&nbsp;</p>
<p><strong>WHERE: &nbsp;</strong>Intersection of North Vancouver and Cook.</p>
<p>&nbsp;</p>
<p><strong>VISUALS:</strong>&nbsp; Director Leah Treat will give brief remarks. News media can film participants cutting a ribbon and flipping the switches to activate the new traffic signal.</p>
<p>&nbsp;</p>
<p>###</p>",https://www.portlandoregon.gov/transportation/article/548409
News,548433,News Advisory: Commissioner Novick serves as pedestrian decoy for Oct. 15 crosswalk education and enforcement action highlighting White Cane Safety Day,1,,2015-10-13 16:53:28 UTC,2015-10-13 16:34:00 UTC,A,,"<p>(Oct 13, 2015) &ndash; The Portland Bureau of Transportation and Portland Police Bureau advise the traveling public that a crosswalk education and enforcement action is scheduled for Thursday, October 15<sup>th</sup> at the marked crosswalk on SE Belmont Street at SE 46<sup>th</sup> Avenue from 11 a.m. to 12:30 p.m. to raise awareness of traffic safety and Oregon traffic laws specific to people who are blind and using a white cane or guide dog.</p>
<p>City Commissioner Steve Novick will be the designated walker for part of the event and Sharon White of PBOT will be the designated walker for the remainder of the mission. Two people who have low or no vision will plan to attend and speak with members of the media about the traffic safety challenges they face each day.</p>
<p><img class=""content-left"" src=""/shared/cfm/image.cfm?id=548434"" alt=""Vision Zero Portland logo"" width=""250"" height=""250"" />Education and enforcement actions such as the Oct. 15 event are a key part of the City of Portland&rsquo;s citywide effort to reach its Vision Zero goal of eliminating traffic fatalities and serious injuries.</p>
<p>White Cane Safety Day, celebrated each October 15th, recognizes the achievements of people who are blind and visually impaired in the United States and reminds everyone about how the white cane is an important tool in helping people who are blind and visually impaired live with greater independence.</p>
<p>&ldquo;The City of Portland&rsquo;s crosswalk enforcement efforts supplement our engineering, education, and outreach efforts to foster a more walkable city,&rdquo; said Novick, who oversees PBOT.&nbsp; &ldquo;I&rsquo;m proud of the collaboration between City bureaus that makes these crosswalk actions possible.&rdquo;</p>
<p>Each crosswalk enforcement action involves a pedestrian decoy positioned at a marked or unmarked crosswalk while police monitor how people driving, biking and walking adhere to traffic safety laws. Drivers who fail to stop for pedestrians in the crosswalk and pedestrians who jaywalk may be issued a warning or citation by the Portland Police Bureau.</p>
<p>Oregon crosswalk law (ORS 811.035) states, &ldquo;A driver approaching a pedestrian who is blind or blind and deaf, who is carrying a white cane or accompanied by a dog guide, and who is crossing or about to cross a roadway, shall stop and remain stopped until the pedestrian has crossed the roadway.&rdquo;</p>
<p>In recognition of White Cane Safety Day, the City of Portland Bureau of Transportation remind all drivers to be aware pedestrians in the crossing and knowledgeable of the specific laws related to pedestrians who are blind.&nbsp; Commissioner Novick says &ldquo;Drivers should continually scan their environment looking for pedestrians in the crossing and about to cross.&nbsp; Leave adequate space between you and the vehicle in front of you to increase your cone of vision and be prepared to stop and stay stopped for any pedestrian including people using a white cane or guide dog.&rdquo;</p>
<p>Chris Cooke, Rehabilitation Instructor for Oregon Commission for the Blind, reminds all drivers to &ldquo;Watch for those with vision loss sharing the roadway every day.&nbsp; People with white canes and dog guides have the right-or-way from curb to curb when they cross the street.&rdquo;</p>
<p><img class=""content-left"" src=""/shared/cfm/image.cfm?id=548435"" alt=""Image of crosswalk on SE Belmont at 46th"" width=""436"" height=""239"" />This SE Belmont Street and SE 46<sup>th</sup> Avenue location was selected because of the proximity to the SE Multicultural Service Center that provides social connections and service opportunities to a diverse group of community members including people with low or no vision.</p>
<p>Crosswalk education and enforcement actions are an effective way to communicate traffic laws to people driving and walking. The transportation and police bureaus do education and enforcement actions about once each month in response to requests by community members, city traffic safety engineers, and Portland Police to educate the general public on the rules at marked and unmarked crossings.</p>
<p>Learn more about rights and responsibilities for <a href=""/transportation/article/435879"">walking safely across a street</a>. View the results of <a href=""/transportation/article/134382"">previous actions.</a> Find out more about PBOT&rsquo;s safety work and Vision Zero, PBOT&rsquo;s goal of making our transportation system the safest possible and moving towards zero traffic-related fatalities and serious injuries by 2025. <a href=""http://www.visionzeroportland.com/"">www.visionzeroportland.com</a>.</p>
<p class=""content-center"">###</p>
<p class=""content-center""><em>The Portland Bureau of Transportation (PBOT) is the steward of the City&rsquo;s transportation system, and a community partner in shaping a livable city. We plan, build, manage and maintain an effective and safe transportation system that provides access and mobility</em>. <a href=""/transportation"">www.portlandoregon.gov/transportation</a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p class=""content-center"">Photo &copy; GOOGLE Maps</p>",https://www.portlandoregon.gov/transportation/article/548433
News,548656,News Release: Community celebrates new traffic signal at North Vancouver and Cook,1,,2015-11-24 22:38:04 UTC,2015-10-14 19:45:00 UTC,A,,"<p><img title=""Director Leah Treat cuts the ceremonial ribbon at the new traffic signal at North Vancouver and Cook."" src=""/shared/cfm/image.cfm?id=554888"" alt=""Director Leah Treat cuts the ceremonial ribbon at the new traffic signal at North Vancouver and Cook."" width=""670"" height=""446.666666667"" /><br /><br />(October 14, 2015) Local business owners and community members from the Boise and Eliot neighborhoods gathered today at the intersection of North Vancouver and Cook to activate a new traffic signal installed by the Portland Bureau of Transportation. The signal will improve safety for people riding bicycles on Portland&rsquo;s busiest bike route and people walking will now have crosswalks and pedestrian signals - making it easier and safer for them to navigate their community.</p>
<p>&nbsp;</p>
<p>The new signal at North Vancouver and Cook fills a long-standing traffic need sought by the community. The Fremont Bridge opened in November 1973, but traffic signals were not installed on the nearby streets, creating traffic flow problems and safety concerns at nearby intersections. The unsignalized intersection at North Vancouver and Cook has been on the City&rsquo;s top 10 list for right angle crashes.</p>
<p>&nbsp;</p>
<p><img class=""content-left"" src=""/shared/cfm/image.cfm?id=548655"" alt=""Ben Kaiser"" width=""350"" height=""233.45"" />The event highlighted the positive impact of the North Vancouver Avenue and Cook Street Local Improvement District. A Local Improvement District (LID) is a partnership between PBOT and a group of local property owners. The property owners pool their resources to share the cost of transportation infrastructure improvements. PBOT manages the design and construction of the project.</p>
<p>&nbsp;</p>
<p>&ldquo;Credit goes to the members of the Boise and Eliot neighborhoods and the local business community &ndash; many of whom have been advocating for this traffic signal for a very long time,&rdquo; said Portland Bureau of Transportation Director Leah Treat, &ldquo;It is because of their community spirit and persistence that we have this signal here today.&rdquo;</p>
<p>&nbsp;</p>
<p>The North Vancouver and Cook Street LID was approved by City Council in May 2014 and included six participating property owners. It was the first LID in the city to focus primarily on traffic signals and utility undergrounding. It raised $1,055,000 for the following improvements:</p>
<p>&nbsp;</p>
<p><img class=""content-right"" src=""/shared/cfm/image.cfm?id=548654"" alt=""Joy Mack"" width=""350"" height=""231.7"" /></p>
<ul>
<li>Realignment of eastbound lanes -- North Cook Street from the Interstate 405 off-ramp to North Vancouver Avenue</li>
<li>New mast arm traffic signal -- North Vancouver Avenue &amp; Cook Street intersection</li>
<li>New mast arm traffic signal to replace existing span wire signal -- North Vancouver Avenue &amp; Fremont Street intersection</li>
<li>New mast arm traffic signal to replace existing span wire signal --North Williams Avenue &amp; Fremont Street intersection</li>
<li>New left turn signal from N. Fremont St. westbound to N. Vancouver Avenue southbound</li>
</ul>
<p>The investment will support improved traffic flow and safety for travelers. Participating property owners of the North Vancouver and Cook LID include: The American Red Cross, Legacy Health, Kaiser Group, Karuna Properties, Cook Street Apartments LLC and New Seasons.</p>
<p>&nbsp;</p>
<p>LIDs have proven an effective tool for achieving economies of scale and allowing a community to implement comprehensive and complete infrastructure solutions for their neighborhoods. More information about <a href=""/transportation/35715"">Local Improvement Districts</a> can be viewed on the bureau&rsquo;s website.</p>
<p>&nbsp;</p>
<p><em>Photography by Felicity J. Mackay, Portland Bureau of Transportation</em></p>
<ul>
<li>&ldquo;<a href=""https://www.flickr.com/photos/pbotinfo/21548635874/in/dateposted-public/"">PBOT Director Leah Treat.jpg</a>&rdquo; &ndash; PBOT&rsquo;s Director Leah Treat cuts the ceremonial ribbon at the new traffic signal at North Vancouver and Cook.</li>
<li>&ldquo;<a href=""https://www.flickr.com/photos/pbotinfo/22158784292/in/dateposted-public/"">Ben Kaiser.jpg</a>&rdquo; &ndash; Ben Kaiser, Owner and Principal of Kaiser Group, switches on the new traffic signal at North Vancouver and Cook.</li>
<li>&ldquo;<a href=""https://www.flickr.com/photos/pbotinfo/21984108530/"">Joy Mack.jpg</a>&rdquo; &ndash; Joy Mack, owner of The Jayah Rose Salon and Spa, is the first to cross at the newly signalized intersection at North Vancouver and Cook.</li>
</ul>
<p class=""content-center"">&nbsp;</p>
<p class=""content-center"">###</p>",https://www.portlandoregon.gov/transportation/article/548656
News,549096,"Traffic Advisory: Street improvements on Third Avenue, from NW Glisan Street to SW Stark Street, to close lanes Oct. 17-18 for new bike lane installation",1,,2015-10-16 17:00:20 UTC,2015-10-16 16:51:00 UTC,A,,"<p>(Oct. 16, 2015)&nbsp; &ndash; Weather permitting, this weekend the City of Portland Bureau of Transportation will reconfigure Third Avenue downtown, from NW Glisan Street to SW Stark Street into a two-lane street with a new, buffered bike lane. Installing the improvements will require lane closures on Third Avenue on Saturday, Oct. 17, from 5 a.m. to 5 p.m. and Sunday, Oct. 18, from 5 a.m. to 4 p.m.&nbsp;Parking for motor vehicles on the west side of the street will also be limited during the installation.</p>
<p>This community-led project will result in safer pedestrian crossings, a bicycle lane, reduced travel speeds for motor vehicles, and increased pedestrian space. As a part of the plan, PBOT recently installed 14 new marked crosswalks in the area. The new two-lane roadway configuration will further increase pedestrian safety by creating a shorter distance for pedestrians to cross with moving motor vehicle traffic. The project will also improve the bicycle network by connecting the existing bicycle lane on Third Avenue that terminates at NW Davis with the existing bicycle lanes on Stark and Oak Streets. The new lane will be a wide, buffered bicycle lane to increase comfort for all ages and abilities of bicycle riders, such as tourists and families. The bicycle lane design will also reduce conflict between bicycle and motor vehicle traffic.</p>
<p>The traveling public is advised to expect delays while improvements are being made. We ask the public to travel cautiously, observe all lane closures and directions by reader boards and flaggers, and use alternate routes if possible.</p>
<p>This work is weather-dependent and the schedule may change.</p>
<p>Additional information about the <a href=""/transportation/article/542795"">Third Avenue Reconfiguration Project</a> can be found on PBOT&rsquo;s website.Provide your input on the project on Twitter, using the hashtag #BetterThird.&nbsp;</p>
<p class=""content-center"">###</p>
<p><em>The Portland Bureau of Transportation (PBOT) is the steward of the City&rsquo;s transportation system, and a community partner in shaping a livable city. We plan, build, manage and maintain an effective and safe transportation system that provides access and mobility</em>. <a href=""/transportation"">www.portlandoregon.gov/transportation</a></p>",https://www.portlandoregon.gov/transportation/article/549096
News,549240,News Release: Summary Report of the Private for Hire Transportation Innovation Pilot Program Released,1,,2015-10-19 18:08:16 UTC,2015-10-19 18:07:00 UTC,A,,"<p>(October 19, 2015) &ndash; Today, the Portland Bureau of Transportation released the summary report analyzing data gathered during the first four months of Portland&rsquo;s Private for-Hire Transportation (PFHT) Innovation Pilot Program. Based on a sample size of over a million rides given by both taxis and transportation network companies (TNCs) between May 1<sup>st</sup> and August 31<sup>st</sup>, the report presents a detailed picture of Portland&rsquo;s rapidly evolving PFHT market. Data analyzed include trip dates and times, origin and destination information, customer wait times, trip durations, and wheelchair accessible service availability.</p>
<p>The report&rsquo;s key finding include:</p>
<ul>
<li>During the four month study period, taxis and TNCs provided over 1 million rides to customers, a level of ridership that indicates growing consumer demand for PFHT service in Portland.</li>
<li>Between May and August, TNCs saw their ridership increase 125% while taxi ridership dropped by 16%. Overall ridership in the Portland market increased by 40% during the period under study.&nbsp;</li>
<li>Neighborhoods in East Portland that have historically received less for-hire transportation service experienced a marked improvement throughout the Pilot Program. During the four month study period, both TNCs and taxis provided increased service to East Portland and the area saw a nearly 50% increase in overall private for-hire service levels.</li>
<li>Both TNCs and taxis are required to accommodate requests for service from people with disabilities, including customers who require wheelchair accessible vehicles (WAV). The study found that TNCs provided 400 WAV rides in the four month period, while taxis provided 2,600.</li>
</ul>
<p>&ldquo;Good data is critical to create a private for-hire market that is fair and competitive and that provides all Portlanders with safe and convenient service,&rdquo; said Transportation Director Leah Treat. &ldquo;This study provides key insights that policy makers, community stakeholders and the taxi and TNC companies will need as they move forward with new regulations.&rdquo;</p>
<p>The City&rsquo;s PFHT Innovation Pilot Program launched on April 24, 2015. The program created new regulations for taxis and allowed TNCs to operate legally in Portland. Both taxi companies and TNCs were required to report aggregated, anonymized ridership data for analysis by the Portland Bureau of Transportation.</p>
<p>Read the full report at the Bureau of Transportation&rsquo;s Private for-Hire web site: <a href=""http://bit.ly/1NQFE7k"">http://bit.ly/1NQFE7k</a></p>
<p>&nbsp;</p>
<p class=""content-center"">###&nbsp;</p>
<p><em>The Portland Bureau of Transportation (PBOT) is the steward of the City&rsquo;s transportation system, and a community partner in shaping a livable city. We plan, build, manage and maintain an effective and safe transportation system that provides access and mobility</em>. <a href=""/transportation"">www.portlandoregon.gov/transportation</a></p>",https://www.portlandoregon.gov/transportation/article/549240
News,549623,"Traffic Advisory: Street improvements on NE Martin Luther King Jr. Blvd. to close 1 lane At NE Holladay Street, Oct. 20-26",1,,2015-10-23 22:58:36 UTC,2015-10-21 19:32:00 UTC,A,,"<p>(October 20, 2015)&nbsp; &ndash; The City of Portland Bureau of Transportation&nbsp;advises the traveling public that bus stop improvements will require a lane closures on NE Martin Luther King Jr. Boulevard at NE Holladay Street starting Tuesday, October 20, through Monday, October 26, all days, all hours.</p>
<p>&nbsp;</p>
<p>The lane closures will allow crews to reinstall the bus stop pad in concrete.</p>
<p>&nbsp;</p>
<p>Access will be maintained for businesses, residents and TriMet service during the project.</p>
<p>&nbsp;</p>
<p>The traveling public is advised to expect delays while repairs are being made. We ask the public to travel cautiously, observe all lane closures and directions by reader boards and flaggers, and use alternate routes if possible.</p>
<p>&nbsp;</p>
<p>This work is weather-dependent and the schedule may change.</p>
<p>&nbsp;</p>
<p class=""content-center"">###</p>
<p class=""content-left""><em>The Portland Bureau of Transportation (PBOT) is the steward of the City&rsquo;s transportation system, and a community partner in shaping a livable city. We plan, build, manage and maintain an effective and safe transportation system that provides access and mobility</em>. <a href=""/transportation"">www.portlandoregon.gov/transportation</a></p>",https://www.portlandoregon.gov/transportation/article/549623
News,549735,Portland counts bikes!,1,,2015-10-22 02:22:27 UTC,2015-10-22 02:04:00 UTC,A,The humble clipboard and the mighty volunteer capture the data we need,"<p><img class=""content-left"" src=""/shared/cfm/image.cfm?id=549734"" alt=""Volunteer counting people on bikes"" width=""250"" height=""187.5"" />(October 21, 2015) Every summer, volunteers across Portland stand on street corners and at trailheads, clipboards in hand, to take a census of the city&rsquo;s bike and pedestrian travelers. This year, PBOT recruited more than 150 volunteers to conduct these counts at 281 different sites across town. Spanning four months, volunteers tallied close to 240,000 people walking and biking.</p>
<p><strong><em>Annual Portland Bike Count</em></strong></p>
<p>Most of these counts were completed as part of Portland&rsquo;s annual bicycle count, occurring every summer June through September for more than ten years. The counts are used to estimate how many bikes are riding on a daily basis. Each of these 235 two-hour counts track turning movements at an intersection, usually where two bikeways meet (such as a street with a bike lane and a neighborhood greenway). The most bikes at a single intersection were counted at N Vancouver &amp; Russell (a 7-9am count) with an amazing 1,028 bikes tallied.</p>
<p>In addition, these bike counts also track the gender of riders and whether or not they are wearing a helmet. Preliminary results suggest that at least 32% of riders are women and 82% of all riders wear helmets. These stats are very similar to last year&rsquo;s count in which 32% of riders were women and 81% of all riders were wearing helmets.</p>
<p>A question we get asked a lot is, why count gender? Portland Bicycle Coordinator Roger Geller answers this question in the most recent bike count report for 2013 &amp; 2014 counts. Regarding gender, Geller says,</p>
<p><em>Cities with high bicycle use typically achieve a balance between male and female ridership. Gender parity in bicycling is considered an important indicator of success in creating safe, comfortable and attractive conditions for bicycling.</em></p>
<p>Portland&rsquo;s gender split is pretty good compared to other major US cities, but still not quite 50/50.</p>
<p><strong><em>International Gender Study</em></strong></p>
<p>This summer Portland was asked to participate in an international bike count to establish gender split at a global level through the Bicycle Network in Australia. Several intrepid volunteers stuck it out on frosty mornings in October to collect rush hour results at fourteen different sites. Female rider mode share ranged from a high of 42% at NE Tillamook &amp; 7<sup>th</sup> down to just 20% at SW Columbia &amp; 14<sup>th</sup>. Complete results aren&rsquo;t in yet, but PBOT is excited to continue to grow and set an example on the international stage. For more info on the global bike count, see here: <a href=""https://www.bicyclenetwork.com.au/general/for-government-and-business/3533/"">https://www.bicyclenetwork.com.au/general/for-government-and-business/3533/</a>.</p>
<p><strong><em>Bike &amp; Pedestrian Trail Count</em></strong></p>
<p>The remaining 46 counts this summer were completed as part of the National Bicycle and Pedestrian Documentation Project, which collects counts for one week in September every year. PBOT and Metro team up each year to count pedestrians and bicyclists utilizing Portland&rsquo;s trail system. Sites are located on the Springwater Corridor, Willamette Greenway, I-205 Trail, several of the Willamette River bridges, and more.</p>
<p>Many sites are counted on a mid-week day during evening rush hour as well as a weekend morning. The highest weekday count occurred on the Hawthorne Bridge with a whopping 1,233. The amazing part is that this includes the south side of the bridge only, where most bikes are headed eastbound (combined total for both sides was 1,663!). The highest weekend count was found on the Eastbank Esplanade near OMSI and the new Tilikum Crossing where 1,181 trail users passed by. The trail count also tracks gender of trail users. Of all users, just under 40% were female; 31% of people on bikes and 50% of people walking were female.</p>
<p>Overall, PBOT saw an amazing volunteer turn-out for these two count projects. Portland has one of the most robust bike and pedestrian databases across the country, and it would not be possible without all 562 hours of volunteer work to complete counts this year. Most volunteers come back for more counts after their first year, and many conduct multiple counts in one season. PBOT always needs more volunteers to count!</p>
<p>To learn more about the counts (including past data and getting connected to volunteer), check out these links:</p>
<p>PBOT bike count: <a href=""/TRANSPORTATION/article/490280"">tinyurl.com/pdxbikecounts</a></p>
<p>PBOT trail count (pedestrians &amp; bikes): <a href=""/transportation/article/259235"">tinyurl.com/pdxtrailcounts</a></p>
<p>For a complete analysis of Portland&rsquo;s 2013 &amp; 2014 bike counts, check out the report at <a href=""/TRANSPORTATION/article/545858"">http://www.portlandoregon.gov/TRANSPORTATION/article/545858</a>.&nbsp;</p>",https://www.portlandoregon.gov/transportation/article/549735
