"CATEGORY_NAME","CONTENT_ID","DEPTH","END_DATE","EVENT_NAME","EVENT_TYPE_NAME","EXPIRE_DATE","LAST_UPDATED_DATE","LENGTH","LOCATION","PUBLISH_DATE","START_DATE","STATUS","SUMMARY_TEXT","TEXT","URL",
"Calendar",796471,1,"2021-10-22 02:00:00 UTC","PCCEP Racial Equity Subcommittee October Public Meeting","Community Events","","2021-10-19 23:48:16 UTC","","Zoom ","2021-10-01 22:15:00 UTC","2021-10-22 00:30:00 UTC","A","PCCEP Racial Equity Subcommittee October Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><a href=""/pccep/article/796788"">View Agenda&nbsp;</a></p>
<p>&nbsp;</p>
<p><strong>Zoom info:</strong></p>
<p><strong>Zoom Meeting Link: <a href=""https://us02web.zoom.us/j/85292255447"">https://us02web.zoom.us/j/85292255447</a></strong></p>
<p><strong>One tap mobile: +13462487799,,85292255447# US</strong></p>
<p><strong>Dial by your location: &nbsp;+1 253 215 8782 US</strong></p>
<p><strong>&nbsp;Meeting ID: 852 9225 5447</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796471",
"Calendar",796408,1,"2021-10-27 03:00:00 UTC","PCCEP October  Full Board Meeting ","Community Events","","2021-10-19 22:51:49 UTC","","Zoom ","2021-09-28 19:26:00 UTC","2021-10-27 00:00:00 UTC","A","PCCEP October Full Board Meeting/ COCL Townhall and Fall BMP presentation","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/796682"">VIEW AGENDA&nbsp;</a></strong></p>
<p>&nbsp;</p>
<p><strong>Zoom info:</strong></p>
<p><strong>Zoom Meeting Link: <a href=""https://us02web.zoom.us/j/83642362445"">https://us02web.zoom.us/j/83642362445</a></strong></p>
<p><strong>One tap mobile: +13462487799,,83642362445# US</strong></p>
<p><strong>Dial by your location:+1 253 215 8782 US</strong></p>
<p><strong>Meeting ID: 836 4236 2445</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796408",
"Calendar",796900,1,"2021-11-03 02:30:00 UTC","PCCEP Behavioral Health Subcommittee November  Meeting","Community Events","","2021-10-28 17:30:16 UTC","","Zoom","2021-10-27 06:14:00 UTC","2021-11-03 01:00:00 UTC","A","PCCEP Behavioral Health Subcommittee November Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/796914"">View Agenda&nbsp;</a></strong></p>
<p><a href=""/pccep/article/796914"">&nbsp;</a></p>
<p>Zoom info:</p>
<p><strong>Zoom Link: <a href=""https://us02web.zoom.us/j/81004944221"">https://us02web.zoom.us/j/81004944221</a></strong></p>
<p>One tap mobile: +16699006833,,81004944221# US</p>
<p>Dial In: 1 253 215 8782 US</p>
<p>Meeting ID: 810 0494 4221</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796900",
"Calendar",796903,1,"2021-11-09 02:15:00 UTC","PCCEP Youth Subcommittee November Meeting","Community Events","","2021-11-02 21:05:26 UTC","","Zoom","2021-10-27 14:47:00 UTC","2021-11-09 01:00:00 UTC","A","PCCEP Youth Subcommittee November Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/796971"">View Agenda&nbsp;</a></strong></p>
<p>&nbsp;</p>
<p><strong>Zoom info:</strong></p>
<p class=""Style4""><strong>Zoom Meeting Link: <a href=""https://us02web.zoom.us/j/85177298157"">https://us02web.zoom.us/j/85177298157</a></strong></p>
<p class=""Style4""><strong>Meeting ID: 851 7729 8157</strong></p>
<p class=""Style4""><strong>One tap mobile: +12532158782,,85177298157# US</strong></p>
<p class=""Style4""><strong>Dial by your location: +1 253 215 8782 US</strong></p>
<p><strong>&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796903",
"Calendar",796962,1,"2021-11-10 01:00:00 UTC","Status Conference - United States of America v. City of Portland","Community Events","","2021-11-02 19:52:34 UTC","","In-call ","2021-11-02 19:49:00 UTC","2021-11-09 16:00:00 UTC","A","Status Conference - United States of America v. City of Portland","<p>Members of the public may listen to the hearing remotely by calling the Court&rsquo;s &ldquo;listen only&rdquo; number 1-888-684-8852 Access code 8190761.&nbsp;</p>","https://www.portlandoregon.gov/pccep/article/796962",
"Calendar",796901,1,"2021-11-10 03:00:00 UTC","PCCEP Steering Committee November Meeting","Community Events","","2021-11-02 21:45:52 UTC","","Zoom","2021-10-27 14:43:00 UTC","2021-11-10 01:30:00 UTC","A","PCCEP Steering Committee November Meeting","<p>n accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/796972"">View Agenda&nbsp;</a></strong></p>
<p>&nbsp;</p>
<p>Zoom info:</p>
<p><strong>Zoom Meeting Link<a href=""https://portlandoregongov-my.sharepoint.com/personal/claudia_claudio_portlandoregon_gov/Documents/:%20https:/us02web.zoom.us/j/85893513853"">:</a> <a href=""https://us02web.zoom.us/j/82006014637"">https://us02web.zoom.us/j/82006014637</a></strong></p>
<p><strong>One tap mobile: +12532158782,,82006014637# US</strong></p>
<p><strong>Dial by your location: +1 253 215 8782 US</strong></p>
<p><strong>Meeting ID: 820 0601 4637</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796901",
"Calendar",796902,1,"2021-11-11 02:30:00 UTC","PCCEP Settlement Agreement and Policy Subcommittee November  Meeting","Community Events","","2021-11-02 23:49:58 UTC","","Zoom ","2021-10-27 14:45:00 UTC","2021-11-11 01:00:00 UTC","A","PCCEP Settlement Agreement and Policy Subcommittee Novemer Public Meeting","<p>n accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/796984"">View Agenda&nbsp;</a></strong></p>
<p>&nbsp;</p>
<p>Zoom info:</p>
<p><strong>Zoom Meeting Link: <a href=""https://us02web.zoom.us/j/84417799188"">https://us02web.zoom.us/j/84417799188</a></strong></p>
<p><strong>Meeting ID: 844 1779 9188</strong></p>
<p><strong>One tap mobile: +12532158782,,84417799188# US </strong></p>
<p><strong>Dial by your location: +1 253 215 8782 US</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796902",
"Calendar",796409,1,"2021-11-17 04:00:00 UTC","PCCEP November Full Board Meeting ","Community Events","","2021-11-15 22:06:38 UTC","","Zoom ","2021-09-28 19:30:00 UTC","2021-11-17 01:00:00 UTC","A","PCCEP November Full Board","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/797154"">View Agenda&nbsp;</a></strong></p>
<p>&nbsp;</p>
<p>Zoom info:</p>
<p><strong>Zoom Meeting Link: </strong><a href=""https://us02web.zoom.us/j/82571483247""><strong>https://us02web.zoom.us/j/82571483247</strong></a><strong></strong></p>
<p>One tap mobile: +12532158782,,82571483247# US</p>
<p>Dial by your location: +1 253 215 8782 US</p>
<p>Meeting ID: 825 7148 3247</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796409",
"Calendar",796985,1,"2021-11-19 03:00:00 UTC","PCCEP Racial Equity Subcommittee November Public Meeting","Community Events","","2021-11-18 16:31:41 UTC","","Zoom","2021-11-03 00:11:00 UTC","2021-11-19 01:30:00 UTC","A","PCCEP Racial Equity Subcommittee November Public Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><a href=""/pccep/article/797193"">View Agenda</a></p>
<p>&nbsp;</p>
<p>Zoom info:</p>
<p><strong>Zoom Meeting Link:</strong> <a href=""https://us02web.zoom.us/j/85622874397"">https://us02web.zoom.us/j/85622874397</a></p>
<p>Dial by your location: +1 253 215 8782 US</p>
<p>One tap mobile: +12532158782,,85622874397# US</p>
<p>&nbsp;Meeting ID: 856 2287 4397</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796985",
"Calendar",797272,1,"2021-12-07 03:30:00 UTC","PCCEP Youth Subcommittee December Public Meeting","Community Events","","2021-12-03 19:39:07 UTC","","Zoom ","2021-11-29 18:54:00 UTC","2021-12-07 02:00:00 UTC","A","PCCEP Youth Subcommittee December Public Meeting","<div id=""main-content"" class=""grid_12 calendarWrap eventDetail"">
<div class=""vevent"" data-swiftype-index=""true"">
<div class=""wysiwyg"">
<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/797677"">View Agenda</a></strong></p>
<p>&nbsp;</p>
<p><strong>Zoom info:</strong></p>
<p><strong><a href=""https://us02web.zoom.us/j/87974444517"">https://us02web.zoom.us/j/87974444517</a></strong></p>
<p><strong>Meeting ID: 879 7444 4517</strong></p>
<p><strong>One tap mobile:&nbsp;+12532158782,,87974444517# US&nbsp;</strong></p>
<p><strong>Dial by your location:&nbsp;+1 253 215 8782 US (Tacoma)</strong></p>
<p><strong>&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>
</div>
</div>
</div>","https://www.portlandoregon.gov/pccep/article/797272",
"Calendar",797275,1,"2021-12-08 03:30:00 UTC","PCCEP Behavioral Health Subcommittee December Public Meeting","Community Events","","2021-12-01 21:35:21 UTC","","Zoom ","2021-11-29 19:03:00 UTC","2021-12-08 02:00:00 UTC","A","PCCEP Behavioral Health Subcommittee December Public Meeting","<div id=""main-content"" class=""grid_12 calendarWrap eventDetail"">
<div class=""vevent"" data-swiftype-index=""true"">
<div class=""wysiwyg"">
<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/797680"">View Agenda&nbsp;</a></strong></p>
<p>&nbsp;</p>
<p><strong>Zoom info:</strong></p>
<p><strong><a href=""https://us02web.zoom.us/j/86016050744"">https://us02web.zoom.us/j/86016050744</a></strong></p>
<p><strong>Meeting ID: 860 1605 0744</strong></p>
<p><strong>One tap mobile:&nbsp;+16699006833,,86016050744# US&nbsp;</strong></p>
<p><strong>Dial by your location:&nbsp;+1 253 215 8782 US&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>
</div>
</div>
</div>","https://www.portlandoregon.gov/pccep/article/797275",
"Calendar",797273,1,"2021-12-09 03:30:00 UTC","PCCEP Steering Committee December Public  Meeting","Community Events","","2021-12-03 22:17:19 UTC","","Zoom ","2021-11-29 18:55:00 UTC","2021-12-09 02:00:00 UTC","A","PCCEP Steering Committee December Public Meeting","<div id=""main-content"" class=""grid_12 calendarWrap eventDetail"">
<div class=""vevent"" data-swiftype-index=""true"">
<div class=""wysiwyg"">
<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong><a href=""/pccep/article/797281"">View Agenda</a></strong></p>
<p><strong><a href=""/pccep/article/797281"">&nbsp;</a></strong></p>
<p><strong>Zoom info:</strong></p>
<p><strong><a href=""https://us02web.zoom.us/j/88545862458"">https://us02web.zoom.us/j/88545862458</a></strong></p>
<p><strong>Meeting ID: 885 4586 2458</strong></p>
<p><strong>One tap mobile:&nbsp;+12532158782,,88545862458# US&nbsp;</strong></p>
<p><strong>Dial by your location:&nbsp;+1 253 215 8782 US&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>
</div>
</div>
</div>","https://www.portlandoregon.gov/pccep/article/797273",
"Calendar",797276,1,"2021-12-10 03:30:00 UTC","CANCELLED-PCCEP Settlement Agreement and Policy Subcommittee December Public Meeting","Community Events","","2021-12-01 20:07:58 UTC","","","2021-11-29 19:06:00 UTC","2021-12-10 02:00:00 UTC","A","Cancelled","<div id=""main-content"" class=""grid_12 calendarWrap eventDetail"">
<div class=""vevent"" data-swiftype-index=""true"">
<div class=""wysiwyg"">
<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><strong>CANCELLED&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>
</div>
</div>
</div>","https://www.portlandoregon.gov/pccep/article/797276",
"Calendar",796410,1,"2021-12-15 04:00:00 UTC","PCCEP December Full Board Meeting ","Community Events","","2021-11-29 19:42:26 UTC","","Zoom ","2021-09-28 19:32:00 UTC","2021-12-15 01:00:00 UTC","A","PCCEP December Full Board Meeting","<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p>Agenda TBA</p>
<p>&nbsp;</p>
<p><strong>Zoom info:</strong></p>
<p><strong><a href=""https://us02web.zoom.us/j/88134643939"">https://us02web.zoom.us/j/88134643939</a></strong></p>
<p><strong>Meeting ID: 881 3464 3939</strong></p>
<p><strong>One tap mobile:&nbsp;+12532158782,,88134643939# US</strong></p>
<p><strong>Dial by location:&nbsp;+1 253 215 8782 US&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>","https://www.portlandoregon.gov/pccep/article/796410",
"Calendar",797271,1,"2021-12-17 03:00:00 UTC","PCCEP Racial Equity Subcommittee December Public Meeting","Community Events","","2021-12-16 22:07:39 UTC","","Zoom ","2021-11-29 18:51:00 UTC","2021-12-17 01:30:00 UTC","A","PCCEP Racial Equity Subcommittee December Public Meeting","<div id=""main-content"" class=""grid_12 calendarWrap eventDetail"">
<div class=""vevent"" data-swiftype-index=""true"">
<div class=""wysiwyg"">
<p>In accordance with City and State guidelines regarding the COVID-19 coronavirus&nbsp;and to do our part in our community health and wellness,&nbsp;<a class=""css-4rbku5 css-18t94o4 css-901oao css-16my406 r-1n1174f r-1loqt21 r-1qd0xha r-ad9z0x r-bcqeeo r-qvutc0"" dir=""ltr"" href=""https://twitter.com/hashtag/PCCEP?src=hashtag_click"" data-focusable=""true"">PCCEP</a>&nbsp;is canceling all in-person meetings&nbsp;and meetings will be held via Zoom. Questions?&nbsp;<a href=""mailto:PCCEPinfo@portlandoregon.gov"">PCCEPinfo@portlandoregon.gov</a>.</p>
<p>&nbsp;</p>
<p><a href=""/pccep/article/797847"">View Agenda&nbsp;</a></p>
<p>&nbsp;</p>
<p><strong>Zoom info:</strong></p>
<p><strong><a href=""https://us02web.zoom.us/j/89242227974"">https://us02web.zoom.us/j/89242227974</a></strong></p>
<p><strong>Meeting ID: 892 4222 7974</strong></p>
<p><strong>One tap mobile:&nbsp;+16699006833,,89242227974# US&nbsp;</strong></p>
<p><strong>Dial by location: +1 253 215 8782 US&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;To help ensure equal access to our programs, services, and activities, the City of Portland will reasonably modify policies/procedures and provide auxiliary aids/services to persons with disabilities. If there are ways we can help you more fully participate in this process, please contact Claudia Claudio at claudia.claudio@portlandoregon.gov.&nbsp;Use City TTY 503-823-6868, or use Oregon Relay Service: 711</p>
</div>
</div>
</div>","https://www.portlandoregon.gov/pccep/article/797271",
